iter	RMSE
521	63.27901568
522	63.26761883
523	63.25753473
524	63.24738597
525	63.23056652
526	63.21943638
527	63.20800646
528	63.19551411
529	63.18386726
530	63.169465
531	63.15614316
532	63.13595104
533	63.11992265
534	63.11066456
535	63.09275321
536	63.08306479
537	63.07345123
538	63.06483545
539	63.0533692
540	63.03666657
541	63.02515338
542	63.00336279
543	62.98608008
544	62.9682537
545	62.95912458
546	62.94754756
547	62.9327625
548	62.91540679
549	62.90381728
550	62.89051984
551	62.87158414
552	62.8608361
553	62.84718637
554	62.8298088
555	62.82073944
556	62.81085598
557	62.80023635
558	62.79002505
559	62.77661854
560	62.76693373
561	62.75483791
562	62.74084097
563	62.73018738
564	62.71943603
565	62.70079037
566	62.68868246
567	62.67694173
568	62.66935015
569	62.65485318
570	62.63409565
571	62.62253149
572	62.61460899
573	62.60506157
574	62.59158938
575	62.57671431
576	62.56538618
577	62.55039673
578	62.53580332
579	62.52596412
580	62.51591322
581	62.50423168
582	62.49404487
583	62.47140667
584	62.46049081
585	62.45194131
586	62.4391951
587	62.42855665
588	62.41561974
589	62.40735919
590	62.39543945
591	62.38035629
592	62.36779722
593	62.35840074
594	62.3500449
595	62.3417393
596	62.32827451
597	62.31854018
598	62.30618729
599	62.29462193
600	62.27868614
601	62.26839632
602	62.26034242
603	62.25209675
604	62.2409895
605	62.22432271
606	62.21190121
607	62.19984284
608	62.18357191
609	62.17828893
610	62.16979363
611	62.15599133
612	62.14281431
613	62.12924706
614	62.12153712
615	62.11397492
616	62.10477634
617	62.09274362
618	62.07897871
619	62.06627497
620	62.05291261
621	62.03814203
622	62.02624571
623	62.0171382
624	62.00788925
625	61.99144629
626	61.9839829
627	61.97633363
628	61.96598912
629	61.95913605
630	61.94707259
631	61.93359286
632	61.91623225
633	61.90842975
634	61.90000094
635	61.87978547
636	61.86190717
637	61.8555264
638	61.84345339
639	61.83434752
640	61.82276816
641	61.81203964
642	61.79902866
643	61.78815692
644	61.77607318
645	61.76886919
646	61.75990044
647	61.74729794
648	61.73215908
649	61.72057923
650	61.71064484
651	61.69776534
652	61.68925842
653	61.67740528
654	61.66695662
655	61.65563595
656	61.64884661
657	61.64030615
658	61.63372603
659	61.62419622
660	61.61502727
661	61.60269963
662	61.58926156
663	61.57426899
664	61.56159707
665	61.55468946
666	61.54681077
667	61.53454646
668	61.52550515
669	61.5161749
670	61.50825086
671	61.49792779
672	61.48645553
673	61.47575406
674	61.46520062
675	61.45400214
676	61.44824492
677	61.43742689
678	61.42589715
679	61.41318101
680	61.40546168
681	61.39370575
682	61.3822594
683	61.36857653
684	61.3575255
685	61.34714787
686	61.33554793
687	61.32059083
688	61.31305035
689	61.30327651
690	61.29056448
691	61.28354598
692	61.27264352
693	61.26449226
694	61.25448868
695	61.24255482
696	61.23306949
697	61.22427099
698	61.21032079
699	61.19277164
700	61.18419995
701	61.17119022
702	61.16245529
703	61.14994483
704	61.1424358
705	61.12989007
706	61.12161117
707	61.1115842
708	61.10583492
709	61.09790461
710	61.08541674
711	61.07354332
712	61.06717131
713	61.05451165
714	61.04122913
715	61.02741446
716	61.01541492
717	61.00951653
718	60.98993847
719	60.98554544
720	60.974198
721	60.96568203
722	60.96032527
723	60.9516029
724	60.94538666
725	60.93315608
726	60.92204547
727	60.90981446
728	60.89889363
729	60.89107147
730	60.88044966
731	60.8728017
732	60.8583511
733	60.85400346
734	60.84493801
735	60.8318881
736	60.82481265
737	60.8140936
738	60.80475111
739	60.79309534
740	60.78486896
741	60.77378457
742	60.76792422
743	60.75727037
744	60.75062117
745	60.74254962
746	60.73171858
747	60.71914178
748	60.70988996
749	60.70404819
750	60.68912561
751	60.68275276
752	60.66848672
753	60.65633503
754	60.64600789
755	60.6378755
756	60.62673494
757	60.61312146
758	60.60251455
759	60.59081933
760	60.57894924
761	60.5733261
762	60.56453659
763	60.55675409
764	60.54292225
765	60.53386177
766	60.52163316
767	60.51343283
768	60.50284536
769	60.49342422
770	60.48356318
771	60.47342312
772	60.46343405
773	60.4539712
774	60.44534361
775	60.43498331
776	60.42518652
777	60.41338032
778	60.40305433
779	60.38814627
780	60.3792406
781	60.36507198
782	60.35073818
783	60.3441097
784	60.32889083
785	60.32009701
786	60.31355
787	60.30146447
788	60.29007663
789	60.27887773
790	60.26993655
791	60.25336586
792	60.24348913
793	60.23031566
794	60.22199646
795	60.21107414
796	60.20020302
797	60.19413722
798	60.18574701
799	60.17610296
800	60.16629738
801	60.15478441
802	60.14389112
803	60.13212443
804	60.12637361
805	60.11615368
806	60.10449087
807	60.09328271
808	60.08698711
809	60.08038098
810	60.06781721
811	60.05715554
812	60.04411505
813	60.0340348
814	60.02073226
815	60.01007074
816	60.00238756
817	59.99390776
818	59.98408831
819	59.97611659
820	59.96688805
821	59.95886597
822	59.95014044
823	59.93527345
824	59.92270968
825	59.90858787
826	59.90042526
827	59.89482549
828	59.88597514
829	59.87032695
830	59.86190881
831	59.85258111
832	59.84321582
833	59.83427376
834	59.82476239
835	59.81291506
836	59.8052593
837	59.80021787
838	59.79103538
839	59.78612875
840	59.78058829
841	59.76386559
842	59.75812069
843	59.74725682
844	59.7348631
845	59.72616649
846	59.71235009
847	59.70563453
848	59.70110938
849	59.69240464
850	59.68454856
851	59.67832248
852	59.66708139
853	59.6521256
854	59.6436933
855	59.63638863
856	59.63029954
857	59.61881622
858	59.60562115
859	59.59289238
860	59.58311713
861	59.57551876
862	59.56744889
863	59.56032043
864	59.54980862
865	59.54136179
866	59.52919536
867	59.51821043
868	59.51094237
869	59.49916429
870	59.48851452
871	59.47747794
872	59.46795572
873	59.45576584
874	59.44385408
875	59.43665229
876	59.42608679
877	59.42174571
878	59.41502084
879	59.40756513
880	59.3989979
881	59.38522046
882	59.36777647
883	59.35805418
884	59.34803391
885	59.33956893
886	59.33267561
887	59.32731075
888	59.32083956
889	59.31250075
890	59.30313008
891	59.29269967
892	59.28613381
893	59.2773799
894	59.26602023
895	59.26211839
896	59.25385414
897	59.24604301
898	59.24147745
899	59.23090016
900	59.225999
901	59.21744403
902	59.2051372
903	59.20023233
904	59.19098116
905	59.18148682
906	59.17310212
907	59.16288907
908	59.14860191
909	59.13815157
910	59.1272297
911	59.12044398
912	59.11332499
913	59.09904174
914	59.08708084
915	59.07613123
916	59.06909333
917	59.06225454
918	59.05324217
919	59.04654601
920	59.03713307
921	59.02930843
922	59.01578116
923	59.00741242
924	59.00018962
925	58.98967733
926	58.98313769
927	58.97390171
928	58.96039722
929	58.94719005
930	58.93785574
931	58.92828381
932	58.91510989
933	58.90856655
934	58.9005698
935	58.89373947
936	58.88288278
937	58.87492013
938	58.8700159
939	58.86212256
940	58.85229622
941	58.84181688
942	58.82951527
943	58.82040298
944	58.81740683
945	58.81015054
946	58.80381165
947	58.79471352
948	58.77904229
949	58.7673663
950	58.75800011
951	58.74467407
952	58.73628636
953	58.72675509
954	58.71727559
955	58.70580294
956	58.69626205
957	58.68722862
958	58.67888899
959	58.67180159
960	58.66626393
961	58.65757295
962	58.65061435
963	58.64346947
964	58.63384035
965	58.61984221
966	58.61499595
967	58.60516407
968	58.59609908
969	58.58682637
970	58.57718914
971	58.56790326
972	58.55655278
973	58.5516044
974	58.54158428
975	58.53610321
976	58.52725666
977	58.51581385
978	58.50457268
979	58.49627163
980	58.48675991
981	58.48060466
982	58.47493671
983	58.46342943
984	58.45518509
985	58.44468785
986	58.43793987
987	58.43309206
988	58.42281596
989	58.4159093
990	58.40411554
991	58.39338142
992	58.38703664
993	58.37585144
994	58.36964674
995	58.3562683
996	58.34804976
997	58.34243389
998	58.33534663
999	58.32620434
